prvccID	language
BATTLE_EUDEMON_COUNT_MAX	出征幻兽达到上限
BATTLE_EUDEMON_CANNOT_SEAL	出征幻兽不能被封印
BATTLE_EUDEMON_ACTIVATE	使用<color=#800080>神兽合晶</color>可以激活第3只幻兽出征
BATTLE_EUDEMON_REBORN_TIME	复活时间:{0}:{1}
EUDEMON_COUNT_LESS_THAN_FOUR	幻兽数量低于四只时无法放生
EUDEMON_CHANGE_NAME_IN_BATTLE	出征幻兽不能改名
EUDEMON_SAVE_IN_BATTLE	出征幻兽不能存入仓库
EUDEMON_EXP_ITEM_EFFECT	+{0}幻兽经验
CANNOT_USE_EMPTY_NAME	名字不能为空
INPUT_TO_RENAME	请输入新的幻兽名
CONFIRM_PAY	是否花费{0}魔石进行补签
RemainTime	剩余时间
TEAM	组队
RECHARGE_PRESENT	额外赠送{0}{1}
RECHARGE_LIMIT	，{3}限购{4}次
TEAM_AUTO_MATCH	自动匹配
TEAM_CANCEL_MATCH	取消匹配
NotGrab	好友或者同一军团的玩家不能抢夺
Grab	抢夺
GrabInfo	击败{0}, 获得{1}积分
ACTIVITY_FORM_PERSONAL	个人
ACTIVITY_FORM_TEAM	组队
ACTIVITY_FORM_GROUP	军团
ACTIVITY_FORM_FIGHT	对战
CHOOSEEQUIP	选择时装
CHOOSEMOUNT	选择坐骑
DAYLONG	全天
DAYLONGOPEN	全天开启
OPEN_DAY_OF_WEEK	周{0}开启
UNLIMITED	不限
ACTIVITY	活动
LADDER_TITLE_NAME	名称
LADDER_TITLE_CLASS	职业
LADDER_TITLE_GUILD	军团
LADDER_TITLE_BATTLEPOWER	战斗力
LADDER_TITLE_LEVEL	等级
LADDER_TITLE_DEMONCITY	通关层数
LADDER_TITLE_QUIZSCORE	答题积分
LADDER_TITLE_QUIZTIME	答题时间
LADDER_TITLE_PRESTIGENAME	威望评价
LADDER_TITLE_NOBILITY	爵位
LADDER_TITLE_ATTACK	总战斗力
LADDER_EUDEMONS_STAR	星级
NAME_IS_EMPTY	名字不能为空
NAME_IS_BAD	昵称中包含非法字符
NAME_IS_REPETITION	该昵称已被占用
SIMPLE	简单
NORMAL	普通
HARD	困难
TEAM_INVITE_INFORM	<color=#90A3BAFF>{0}</color>邀请您加入队伍！
ChallengeSuccess	挑战成功
ChallengeFail	挑战失败
ActivityNotOpen	此活动未开启
CDing	冷却时间中
PEEK	查看他人信息
PEEK_IS_NOT_ONLINE	查看的玩家不在线
WorldBossScore	{0} 积分
WorldBossCoin	{0} 银币
CountinumAttack	继续挑战({0})
AgainAttack	再来一次({0})
LeaveCountDown	离开({0})
Leave	离开
AttackValue	战斗力: {0}
AttackBuffValue	+{0}战
AUTO_MATCH_NO_TARGET	请设置目标后进行匹配
PEACE	<color=#F4DDAA>和平</color>
KILLING	<color=#62BA3C>全体</color>
LEGION	<color=#FF6460>强制</color>
C	良品
B	上品
A	精品
S	极品
SS	神品
SSS	传说
POPUPMENU_PEEK	查看信息
POPUPMENU_SEND_MESSAGE	发送消息
POPUPMENU_ADD_FRIEND	添加好友
POPUPMENU_DELETE_FRIEND	删除好友
POPUPMENU_GUILD_INVATE	军团邀请
POPUPMENU_TEAM_INVATE	组队邀请
POPUPMENU_TEAM_REQUEST	申请入队
POPUPMENU_ADD_BLACK	屏蔽玩家
POPUPMENU_DELETE_BLACK	移除屏蔽
BATTLEGROUND	战场
ACCOUNT_CONT_EMPT	账号不能为空
PLAYER_OFFLINE	该玩家不在线
BAG	背包
BASE_INFORMATION	基础信息
BASE_PROPERTY	基础属性
ATTACH_PROPERTY	附加属性
EQUIPFUSE	熔炼
AUTOADD	一键加入
FIELDPRACTICE	野外修炼
EVILVALUE	罪恶值
TITLE	头衔
APPELLATION	称号
GRABING	抢夺中
CLOSE	关闭
FAME_HALL	名人堂
FAME_HALL_CURRENT_RANK	<color=#A18A69>您的排名上升为:</color><color=#62BA3C>第{0}名</color>
FAME_HALL_SCORE_INCREASE	龙币每{0}秒增加{1}
FAME_HALL_HIGHEST_RANKING	您的历史最高排名第{0}名
FAME_HALL_BUY_TIME_REMAIN	今日还可购买{0}次
FAME_HALL_NO_ENOUTH_REMAIN	可购买次数不足
FAME_HALL_NO_ENOUGH_BATTLE_TIME	挑战次数不足
FAME_HALL_BUY_PRICE	<color=#FFD675>{0}魔石</color>
FAME_HALL_CONNOTCONTROLEDUO	名人堂内无法操纵幻兽
FAME_HALL_TIME_AMOUNT
TURN_CAPTAIN	移交队长
FIRE_TEAM_MEMBER	踢出队伍
CANT_CHANGE_PKMODE	当前地图不可切换此战斗模式
CANT_QUIT_TEAM	当前不能退出队伍
CANT_FIRE_TEAM_MEMBER	不可移出队员
BATTLEGROUNDREMAIN	距离战场结束还有
NEXTBATTLEGROUND	距离下场争夺还有
OPENACTIVITY	参加活动
NOTOPEN	报名截止
SET	设置
FAME_HALL_NO_RANK	未上榜
LADDER	{0}榜
PK_MODE_TURN_FREQUENTLY	切换过于频繁
ENTER_SAFE_AREA	您已进入安全区域
LEAVE_SAFE_AREA	您已离开安全区域
FIELDLEADER	野外首领
SKILL_DISTANCE	释放距离     <color=#E2D5C7>{0}米</color>
SKILL_CD	冷却时间     <color=#E2D5C7>{0}秒</color>
SKILL_DAMAGE_RATE	伤害倍率     <color=#E2D5C7>{0}%</color>
SKILL_DAMAGE_ADD	附加伤害     <color=#E2D5C7>{0}秒</color>
SKILL_NAME_LEVEL	{0}    {1}级
NO.	编号：
DID_NOT_GET	无
SERVER_WORLD_LEVEL	服务器当前世界等级：
GAIN_EXPERIENCE_VALUE	获取经验提升：
EVERY_DAY	每日
EVERY_WEEK	每周
WEEK	星期
SUNDAY	星期日
SIGN_GET	领取
SIGN_GOT	已领取
TWO	双
SIGNIN	签到
RETROACTIVE	补签
SIGNED	已签到
SECONDTOSEND	秒后再发言
CHAT_SEND	请输入内容
SYSTEMCHAT	系 统
WORLDCHAT	世 界
TEAMCHAT	队 伍
GROUPCHAT	军 团
PRIVATECHAT	私 聊
ORGNIZECHAT	组 队
FRIENDCHAT	好 友
AREACHAT	区 域
CANNOT_CHATWORLD	世界频道已屏蔽
CANNOT_CHATTEAM	队伍频道已屏蔽
CANNOT_CHATGROUP	军团频道已屏蔽
CANNOT_CHATFRIEND	好友频道已屏蔽
CANNOT_CHATSYSTEM	系统频道已屏蔽
CANNOT_CHATSYSTEMTEXT	该频道不能发言
CANNOT_CHATWORLDTEXT	{0}级开启世界频道
CANNOT_CHATTEAMTEXT	{0}级开启队伍频道
CANNOT_CHATTEAMTEXT1	请先加入一个队伍
CANNOT_CHATGROUPTEXT	{0}级开启军团频道
CANNOT_CHATGROUPTEXT1	请先加入一个军团
CANNOT_CHATAREATEXT	{0}级开启区域频道
CANNOT_CHATFRIENDTEXT	{0}级开启好友频道
CANNOT_CHATFRIENDTEXT1	请先添加好友
CHAT_VOICETIPS1	手指滑开取消发送
CHAT_VOICETIPS2	手指松开取消发送
CHAT_HINT_MAP	已在活动地图
SEVERLINE	线路{0}
SEVERLINE1	{0}线
Duplicate	星级副本
SelectFullMat	请选择满材料
GetEquip	恭喜获得装备：{0}
NoRightMap	暂无满足条件的地图
NoFieldPracticeCount	注入次数已经用完，请明天再来
NoFieldPracticeCoin	金币不足，无法注入经验
MoreFieldPracticeExp	注入经验过多，用了再来
SelectUpMat	请选择要升级的材料
TimeOut	{0}已到期！
MustSoldOne	最少出售一个！
SoldSuccess	出售成功
NoThingSold	没有更多的该物品可出售！
NoThingUse	没有更多的该物品可使用！
OccMatchErro	该装备与职业类型不匹配！
SelectSoldOutEquip	请选择要出售的装备！
DONT_CHANGE_LINE	当前不能切线!
APPEALLATION_LIMIT_LEVEL	角色等级不足，无法装备
APPEALLATION_NO_GAIN	称号未拥有，无法装备
FUNCTION_NOT_OPEN_NOW	功能暂未开放
FUNCTION_TEMPORARY_CLOSE_NOW	该功能暂时关闭，请稍后再试
LoadingType_TP	传送中...
LoadingType_Ready	准备传送
LoadingType_PICKUP	采集中...
LoadingType_TreasureHunt	挖宝中...
LoadingType_LightFire	点火中...
LoadingType_Survey	调查中...
LEVEL_OPEN	级开启
HAVE_OPEN	已开启
NOT_OPEN	未开启
HAVE_REGISTERED	已登记
ENABLE_REGISTER	可登记
SYSTEM	系统
MAXLV	{0}级
MISSILE_NO_ENOUGH	能量不足
CONDITION	激活条件：
ADDITION	穿戴加成：
LEVELLIMITE	角色未满{0}级。
LENGTHLIMITE	您的新名字超出字数限制，请重新输入。
REPEATLIMITE	您的新名字已被占用，请重新输入。
NEWNAME	您将改名为{0}，将消耗{1}{2}个。是否确认？
MY_PRESTIGE_RANKING	我的威望排行：{0}
NOPERSON	虚位以待
NOBILITYCONDITION	威望榜第{0}-{1}名
NOBILITY_SCORE_FLOOR	威望值达到{0}
NOBILITYCANONIZEDCONDITION	威望值达到{0}可以参加册封并获得基础爵位
NOBILITYCANONIZEDTOTAL	威望排名前{0}的勇士可按照排名获得高级爵位
PRESTIGE_FORMAT1	恶魔塔{0}层才能进行提升
PRESTIGE_FORMAT2	当前：{0}层
PRESTIGE_ADDTION_VALUE	可提升{0}威望
PRESTIGE_VALUE_NOT_ENOUGH	当前威望值不足以提升威望评价
PRESTIGE_DEVILTOWERLV_NOT_ENOUGH	当前恶魔塔层数不足以提升威望评价
FAMEHALL_RANK_AWARD	每天{0}结算时的排名奖励
FAMEHALL_RANK	第{0}名
FAMEHALL_AWARD	领取奖励
CAN_NOT_LOOK_MIDDLE_MAP	该地图无法查看中地图
SIGNINNUM	本月签到{0}次
REPLENISHNUM	可补签{0}次
WILD_LEADER_TIME_NUM	{0} <color=#ffee5b>{1}个</color>
WILD_LEADER_NUM	<color=#C4D6E8>数量：</color>{0}
MYFIGHTVALUE	我的战斗力：
MYLEVEL	我的等级：
WILD_LEADER_AWARD	野外首领奖励
CONFIRM	确定
CANGET	领取
ALREADYGET	已领取
ALREADYNOT	已抢光
ADDCOLORTOTEXT	<color=#{0}>{1}</color>
HIGHERPRESTIGENAME	更高评价：<color=#FF2B2B>{0}（{1}威望）</color>
KING	王
READY_COUNTDOWN	准备({0}秒)
TEAM_TARGET	队长正在开启（活动目标 {0}）
RELEASE_TEAM_CHANNEL_COUNTDOWN	组队频道{0}
RELEASE_GROUP_CHANNEL_COUNTDOWN	军团频道{0}
TEAM_BROADCAST	【{0}】（{1}）没时间解释啦！快上车<color='#9ed7ff'><a href=0>【申请加入】</a></color>{0}
CHAT_NO_GROUP_TIPS	未加入军团,不能发送
BPADDITION	战斗力加成：
ATTACKADDITION	攻击力加成：
HPADDITION	生命值加成：
DAMAGE_INCREASE	伤害增加：
NOTSEAL	未加封
EUDEMON_LIMIT	同名幻兽或O型奇异兽
EUDEMON_LIMIT_SATR	星级{0}以上
EUDEMON_LIMIT_LEVEL	等级{0}以上
STAR_LEVEL	星级:
RECOMMOND_COMBAT	推荐战力：{0}
PUTINPACKAGE	放入背包
PUTINWAREHOUSE	放入仓库
PERSONAL_BOSS_NUM_1	<color=#C4D6E8>次数：</color>{1}
PERSONAL_BOSS_NUM_2	<color=#FF2B2B>{0}级挑战</color>
CHALLENGES_NUMBER	挑战次数：{0}
ITEMCOUNT	数量：
PERSONAL_BOSS_CHALLENGE_TIP	<color=#FF2B2B>玩家等级不足{0}级</color>
WAREHOUSEEXTENDEP	你的道具不足，是否花费{0}魔石补缺？
WAREHOUSEEXTEND	是否开启？
VIP_BOSS_NUM_1	贵族{0} <color=#C4D6E8>次数：</color>{1}
VIP_BOSS_NUM_2	<color=#FF2B2B>贵族{0} 挑战</color>
VIP_BOSS_CHALLENGE_TIP	<color=#FF2B2B>贵族{0} 挑战</color>
AllEXPAND	全部消耗：
ONCEEXPAND	单次消耗：
ONEKEY_TO_COMPOSE	自动合成
STOP_ONEKEY	停止
PLEASE_CHOOSE_COMPOSETARGET	请选择合成目标
COMPOSE_SUCCESSFUL	合成成功
RESOURCEFIND	金币找回<color=#62BA3C>{0}%</color>的资源；绑魔找回<color=#62BA3C>{1}%</color>的资源
FINDTIMES	可找回<color=#FF6460>{0}</color>次，额外次数<color=#FF6460>+{1}</color>
CAN_BE_RETRIEVE_TIMES	（可找回|<color=#62BA3C>{0}</color>|次）
CAN_BE_RETRIEVE_TIMES_FULL	（可找回|<color=#62BA3C>{0}</color>|次，额外次数|<color=#62BA3C>+{1}</color>|）
RESRETRIEVE_DESCRIPTION	总价：|<color=#62BA3C>{0}</color>|金币（单价{1}金币）
RESRETRIEVE_DESCRIPTION_FULL	总价：|<color=#62BA3C>{0}</color>|绑魔（单价{1}绑魔，额外单价{2}绑魔）
RESRETRIEVE_TITLE_BASE	金币找回
RESRETRIEVE_TITLE_FULL	绑魔找回
RESRETRIEVE_TITLE_BASE_ALL	全部金币找回
RESRETRIEVE_TITLE_FULL_ALL	全部绑魔找回
RESRETRIEVE_DES_BASE	金币找回只能获得|<color=#3C8AE2>{0}%</color>|的奖励{1}确定要花费|<color=#62BA3C>{2}</color>|金币全部找回吗？
RESRETRIEVE_DES_FULL	确定要花费|<color=#62BA3C>{0}</color>|绑魔全部找回吗？
RESRETRIEVE_TOGGLE_EXTRA	找回额外次数
RESRETRIEVE_TOGGLE_TIPS	今日不再提醒
RESRETRIEVE_TIPS_COST_SINGLE	您的绑定魔石不足{0}是否消耗|<color=#62BA3C>{1}</color>|魔石找回资源?
RESRETRIEVE_TIPS_COST	您的绑定魔石不足{0}是否消耗|<color=#62BA3C>{1}</color>|绑魔，|<color=#62BA3C>{2}</color>|魔石找回资源?
RESRETRIEVE_TIPS_SHOP	您的魔石不足，是否充值
RESRETRIEVE_TIPS_SUCCESS	资源找回成功
TEAM_NO_TARGET	请设置目标后进入活动
START_ACTIVITY_COUNTDOWN	准备倒计时<color=#4aff4e> {0} </color>秒
READY	<color=#4aff4e>准备</color>
REFUSE	队员 <color=#4aff4e>{0}</color> <color=#ff2b2b>拒绝</color>进入活动
LADDER_TITLE_PRESTIGE	威望
COUNTDOWN	<color=#EDC468>{0}</color>
ALREADY_RELIVE	<color=#C4D6E8>已复活</color>
RACE_LEI_NOTICE	相性雷不能继续修改
DETAIL_PROPERTY	详细属性
BUTTON_BACK	收 起
WAREHOUSE_EXTEND_SUCCESS	扩充成功
SELECT_EUDEMON_NOTICE	请选择,幻化材料！
SELECT_EUDEMON_STAR_NOTICE	副幻兽星级高于主幻兽，不能吞噬！
KNIGHTS_EUDEMON_CAN_NOT_EAT	任命为圆桌骑士的幻兽不能被吞噬！
TOTEM_EUDEMON_CAN_NOT_EAT	被登记在军团图腾上的幻兽不能被吞噬！
EUDEMON_DISMISS_NOTICE	该幻兽在自己的幻兽中星级排名前四，不能放生！
KNIGHTS_EUDEMON_CAN_NOT_DISMISS	任命为圆桌骑士的幻兽不能放生！
TOTEM_EUDEMON_CAN_NOT_DISMISS	被登记在军团图腾上的幻兽不能放生！
SELECT_EUDEMON_POWER	<color=#FF0000>该副幻兽在自己的幻兽中战斗力排名前四,且星级高于10星，</color>幻化后该副幻兽将消失，确定需要幻化？
SELECT_EUDEMON_STAR	<color=#FF0000>该副幻兽星级高于主幻兽星级，</color>幻化后该副幻兽将消失，确定需要幻化？
SELECT_EUDEMON_SAME_NAME	<color=#FF0000>你将使用同名幻兽作为副幻兽,且评分高于主幻兽，</color>幻化后该副幻兽将消失，确定需要幻化？
SELECT_CLOVER_NOTICE	幸运草不足，不能进行幻化！
SELECT_BEADS_NOTICE	圣兽魔晶不足，不能进行进化！
SELECT_LEVEL_NOT_MEET	副幻兽等级不足，不能进行进化！
MAIN_EUDEMON_CONDITION_NOT_MEET	主幻兽条件不足，不能进行副幻兽选择操作！
BONUS	倍
OFFLINE_HOSTING_TIME	练功时间：{0}<color=#{2}>(剩余{1})</color>
LEFT_HOSTING_TIME	剩余环保练功时间：
GET_PLAYER_EXP	角色经验：
GET_EUDEMO_EXP	幻兽经验：
GET_PROPS	获得道具：
GOT_HIGHEST_EVALUATE	已获得最高评价
CANT_UPGRADE_PRESTIGE	不可提升
HOSITING_LEFT_TIME_NOT_ENOUGH	环保练功时间不足3小时，请使用托管卡补充时间
HOSITING_LEFT_TIME_REACHED_MAX	环保练功时间已达上限
USE_PROP_TO_ADD_HOSTING_TIME	使用道具{0}增加环保练功时间{1}小时
NOT_REACHED_REQUIRE_LEVEL	未达到使用等级
USE	使 用
QUICK_BUY	购 买
EUDEMON_WAREHOUSE_CAPACITY_FULL	幻兽仓库已满,不能进行此操作。
EUDEMON_COLUMN_CAPACITY_FULL	幻兽栏已满,不能进行此操作。
WP_MAP_MONSTER_LEVEL_EXP	怪物等级{0}   {1}倍经验
WP_MAP_EXP_NO_PK_PUNISH	{0}倍经验（无挑战惩罚）
WP_KILL_NUM_AMOUNT	试炼地图击败怪物数量：<color=#90a3ba>{0}/{1}</color>
WP_CURRENT_EXP_EFFECT	当前经验效率：
WP_CURRENT_EXP_EFFECT_HEIGHT	<color=#4AFF4E>极高</color>
WP_CURRENT_EXP_EFFECT_LOW	<color=#FF2B2B>极低</color>
WP_EXP_CLOTHES	经验外装：<color=#FFEE5B>{0}%</color>
WP_EXP_LIQUID	经验药水：<color=#FFEE5B>{0}%</color>
WP_TEAM_EXP_ADDITION	组队加成：<color=#FFEE5B>{0}%</color>
WP_OTHER_EXP_ADDITION	其他加成：<color=#FFEE5B>{0}%</color>
WP_TOTAL_EXP_ADDITION	总计经验加成：<color=#FFEE5B>{0}%</color>
WP_EXP_ADDITION	经验加成({0}%)
WP_WORLD_LEVEL_ADDITION	世界等级：<color=#FFEE5B>{0}%</color>
WP_VIP_EXP_ADDITION	神之祝福：<color=#FFEE5B>{0}%</color>
WP_COMMON_TIPS	是否替换当前经验药水效果
WP_KILL_NUM_HUD	击败怪物数量\n{0}/{1}
CONGRATULATION_OPEN_THIRD_EUDEMON	恭喜你开启第三只幻兽出征！
NOT_OPEN_THIRD_EUDEMON	当前出征幻兽数量达到上限，使用神兽合精可以开启第三只幻兽出征！
MAX_FIGHT_EUDEMON	当前出征幻兽数量达到上限！
SELECT_CLOVER_NOTICE	幻化幸运草不足，不能自动使用！
EUDEMON_SEAL_SUCCESS	幻兽-<color=#FF0000>{0}</color>封印成功！
EUDEMON_GET	获得幻兽-<color=#FF0000>{0}</color>！
EUDEMON_COMPOS_NOTICE	主角等级不足<color=#FF0000>{0}</color>级，不能继续幻化！
PROPERTY_LOCK_NOTICE	不能锁定全部属性
SURE_RAPLACE_NEW_PROPERTY	是否替换新的洗炼属性
REFINE_UNLOCK_LEVEL	主角等级不足<color=#FF0000>{0}</color>级，未开启此装备位洗炼！
VALIDTIME	有效时间：
EXIT_DUPLICATE_NOTICE	确定要离开副本吗？
EXIT_CHAPTER_DUPLICATE_NOTICE	退出副本将丢失当前副本进度，是否确认？
EXIT_GROUPSTATION_NOTICE	是否确定离开军团驻地？
EXIT_CHAPTER_NOTICE	退出副本将无法完成任务,是否确认退出？
DUAN_ZAO_REQUIRE	<color=#FF0000>{0}</color>级<color=#FF0000>{1}</color>色才可锻造
DUAN_ZAO_ZHUXIAN	可锻造为武神套装
DUAN_ZAO_ZHUSHEN	可锻造为战神套装
TOTALGET	本次挑战共获得
COIN_DONATE	银币捐献
GOLD_DONATE	金币捐献
EP_DONATE	魔石捐献
PAYMENT_IN_GOLD	支付金币
PAYMENT_IN_EP	支付魔石
PAYMENT_IN_COIN	支付银币
MY_GOLD	我的金币
MY_EP	我的魔石
MY_COIN	我的银币
HOON	战勋
LEFT_TIMES	剩余次数
ZHU_XIAN	【诛仙】
ZHU_SHEN	【诛神】
ZHU_XIAN_SUIT	武神套装
ZHU_SHEN_SUIT	战神套装
EQUIP_SUIT_RANK_REQUIRE	装备档次需满足{0}阶
EQUIP_SUIT_QUALITY_REQUIRE	装备品质需满足{0}
EQUIP_SUIT_ZHU_XIAN	请先锻造为诛仙装
TEAM_LEVEL_LIMIT_TIPS	<color=#FF2B2B>最低顶级不能高于最高等级</color>
LEVEL_NOT_ENOUGH_CANT_BUY	等级不够，不能购买
REMAIN_NOT_ENOUGH_CANT_BUY	购买次数已用完，不能购买
FIGHTVALUE	战力
CURRENT_WORLD_CANT_USE	当前地图不能使用
DONATE_LOG_FORMAT	<color=#49ECF2>{0}</color> <color=#{4}>{1}{2}次，军团资金增加了{3}</color>
GROUP_HALL	军团大厅
GROUP_DONATE	军需库
GROUP_HOON_SHOP	战勋商店
GROUP_TOTEM_ALTAR	图腾祭坛
GROUP_LEVEL_FORMAT	{0}等级：{1}
GROUP_REMIND_FORMAT	({0}天后开放等级上限{1}级)
GROUP_BUILDING_UPGRADE_COST	消耗军团资金：{0}
GROUP_CURRENT_CURRENCY	当前军团资金：{0}
GROUP_BUILDING_UPGRADE_DISCOUNT	等级低于当前建筑等级上限，升级所需军团资金为原来的{0}%
GROUP_HALL_LEVEL_FORMAT	世界等级达到{0}级，开放等级上限{1}级
GROUP_OTHER_LEVEL_FORMAT	军团大厅等级达到{0}级，开放等级上限{1}级
GROUP_HALL_FORMAT	<color=#{1}>当前等级上限：{0}</color>
GROUP_OTHER_FORMAT	<color=#{1}>需军团大厅等级达到{0}级</color>
GROUP_HALL_REACH_INFO	世界等级未达到{0}级，{1}无法升级
GROUP_OTHER_REACH_INFO	军团大厅等级未达到{0}级，{1}无法升级
BUILDING_LEVEL_REACHED_LIMIT	建筑等级已达上限
GROUP_CURRENCY_NOT_ENOUGH	军团资金不足
GROUP_CURRENCY	军团资金
GROUP_CANNOTDISMISS_NORMALORDER	当前权限不可开除该玩家
GROUPBANQUET_GETHOON	获得战勋：{0}
GROUPBANQUET_REMIND	正确回答({0}/{1})题可参与掷骰子
GROUPBANQUET_FIRSTANSWER	玩家{0}，博古通今，学贯中西，率先正确回答本题，为军团赢得<color=#62BA3C>{1}</color>积分，获得额外战勋：<color=#62BA3C>{2}</color>
GROUPBANQUET_ANSWERCOUNT	答题（{0}/{1}）
GROUPBANQUET_FORMAT1	恭喜你，此次答题本军团获得第{0}名
GROUPBANQUET_FORMAT2	很稀罕，此次答题本军团未获得前5名
GROUPBANQUET_FORMAT3	<color=#62BA3CFF>本次正确回答（{0}/{1}）题，恭喜您获得掷骰子机会</color>
GROUPBANQUET_FORMAT4	<color=#C5363CFF>本次正确回答（{0}/{1}）题，很遗憾没有获得掷骰子的机会</color>
GROUPBANQUET_FORMAT5	掷骰子({0}秒)
GROUPBANQUET_CONTENT5	掷骰子
GROUPBANQUET_FORMAT6	确定
GROUPBANQUET_REWARD2	三个骰子点数相同
GROUPBANQUET_REWARD1	两个骰子点数相同
GROUPBANQUET_REWARD0	没有相同的骰子
GROUPBANQUET_EATDINETIMESOUT	已达到吃宴席次数上限
GROUPBANQUET_EP_NOT_ENOUGH	魔石不足，不能宴请宾客
GROUPBANQUTE_EAT_TIMES	剩余赴宴次数：{0}次
GROUPBANQUET_EAT_FAILED	赴宴失败
HAS_NO_PERMISSION	没有该权限
LEFT_BUY_TIMES	剩余购买数量：
RED_PACKET_LEFT_TIME	剩余时间：
RED_PACKET_MONEY	红包金额：
RED_PACKET_OUT	手慢了，红包已抢完
RED_PACKET_AMOUNT_LEFT	已领取{0}/{1}个，共
RED_PACKET_AMOUNT_RIGHT	{0}/{1}
COLOR_GREEN_EN	<color=#4AFF4E>{0}</color>
OPENLIMIT	{0}级{1}</color>开启
NULLAPPOINTEUDEMON	没有可任命幻兽
APPOINTEUDEMON	有可任命幻兽
ONLYSTAR	星
EVERYEUDEMON	任意幻兽
STARLEVEL_LIMIT	星级>={0}
EVOLUTION_LIMIT	进化等级>={0}
MINORLEVEL_LIMIT	炼体等级>={0}
AWAKED	已觉醒
TRADETAX	（扣除{0}交易税）
MUST_CAPTAIN	您没有队伍或不是队长
TEAM_MEMBER_NUMBER	组队人数不足{0}人
DUNGEON_CANT_USE	当前地图不可使用该道具
TEAM_MEMBER_MUST_IN_MAP	有队员不在附近区域
OPEN_LEVEL	开启等级：{0}级
FINISH_TASK	完成 <color=#FFEE5B>{0}</color> 任务开启
OPEN_LEVEL_1	{0}级开启
FINISH_TASK_1	{0}级任务开启
QUEST_OPEN	任务开启
REMAIN_NOT	次数不足
STARTBATTLEGROUND	距离争夺开始还有
MYSELFCAMP	我方
NENMYBATTLEGROUND	敌方
MYSELFGROUPKILLNUM	我方积分: {0}
OTHERSELFGROUPKILLNUM	敌方积分: {0}
EP_NOT_ENOUTH	你的魔石货币不足
NOTICE_CAN_NOT_CHANGE	该幻兽进化后才能更换身份牌
IDENTITY_FORMAT	【身份牌】{0}
RACE_PROPERTY_SHUI	水属性
RACE_PROPERTY_FENG	风属性
RACE_PROPERTY_HUO	火属性
RACE_PROPERTY_TU	土属性
EUDEMON_SKILL_BOOK_TYPE	{0}型幻兽技能书
FORGET_SKILL	技能遗忘
SURE_FORGET_SKILL	<color=#402B27>遗忘后幻兽将失去该技能，</color><color=#C02B32>请确认是否需要遗忘该技能</color>
FORGET_TALENT	天赋遗忘
TALENT_GET	天赋领悟
TALENT_REGET	天赋重塑
TALENT_REGET_COST	重塑消耗:
TALENT_GET_COST	领悟消耗:
TALENT_GETS	领悟
TALENT_REGETS	重塑
TALENT_GET_INFO	领悟可随机获得一个1-2级的天赋
TALENT_REGET_INFO	重塑后随机获得一个{0}-{1}级的天赋
SURE_FORGET_TALENT	是否真的遗忘该天赋
SURE_COMPREHEND_TALENT	是否真的重塑该天赋
PROPERTY_SHOW_TEMPLETE	{0}:  {1}
NEXT_LEVEL	下一级:  {0}
FULL_LEVEL	已满级
PANDORA_BOX_TITLE	潘多拉魔盒 {0} 阶
PANDORA_BOX_EXP	魔力值: {0} / {1}
FIGHT_POINT	战斗力: {0}
EXIT_STATION	离开驻地
EXIT_DUNGEON	离开副本
QUESTION_NUM	第{0}题
RIGHT_ANSWER_NUM	已答对{0}题
ANSWER_USE_TIME	本题作答时间:{0}秒
NO_ANSWER	没有选择答案
NOVICEGUI_ERRO_1	{0}-->第{1}步
NOVICEGUI_ERRO_2	{0}需要的按钮<color=#ff0000>{1}</color>不存在
NOVICEGUI_ERRO_3	没配路劲
NOVICEGUI_ERRO_4	{0}需要的按钮<color=#ff0000>{1}</color>未显示
FRESHGUIDE_CLOSE_TIPS	新手引导<color=#ff0000> {0} </color>的异常卡死,将自动关闭=======
RIGHTER_COUNT	本次答对的玩家<color=#CE0303FF>{0}</color>人全部平分奖金
EXP_TEXT	经验值: {0} / {1}
NO_ENOUTH_EUDEMON_ENERGY	幻兽能晶不足，无法兑换
SURE_EXCHANGE_EUDEMON	确认兑换{0}
PASS_LAYER_AWARD	通过第{0}层奖励
LAYER_NUM	第{0}层
RECOMMEND_COMBAT	推荐战斗力
START_VALUE	初始
MAIN_PROPERY	主属性:
VICE_PROPERY	副属性:
EVOLUTION_RANK	进化属性({0}阶):
TALENT	天赋
CHALLENGE_LAYER_NUM	挑战第{0}层
CHALLENGE_ON_LEVEL	{0}级可继续挑战
GEM_CELL_OPEN_TIPS	是否消耗一个{0}开启宝石孔
AQUSISTION_EXP	获得经验
AQUSISTION_GOLD	获得金币
PLAYER_EXIT_ACTIVE	玩家主动退出副本
DUPLICATE_FAIL_OVER_TIME	超过规定时间
COLOR_FORMAT	<color={0}>{1}</color>
EUDEMON_LEVEL_LIMIT	幻兽等级不能大于主角等级
LEFT_COUNT_TO_BUY_IS_ZERO	剩余购买数量为0
EUDEMON_STUDY_WARRIOR_SKILL	可学习战士型幻兽技能
EUDEMON_STUDY_MAGE_SKILL	可学习法师型幻兽技能
EUDEMON_STUDY_ALL_SKILL	可学习全部幻兽技能
EUDEMON_NO_SKILL_BOOK	没有合适的技能书
TALENT_COST_NOT_ENOUGH	{0}不足
COLLECT_OBJ_USING_BY_OTHER	采集物已被采集，请重新采集
TALISMAN_MAX_LEVEL_TIPS	<color=#FF0000FF>已经达到最高星阶</color>
